passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,travel_time_sec,total_amount
Troy Roman,2017-10-12 11:15:19,2017-10-12 11:37:54,Cash,1,2.8,15.5,3.0,0.0,Roman,0 days 00:22:35,1355.0,18.5
Taylor Hernandez,2017-05-15 03:08:15,2017-05-15 03:11:35,Cash,2,0.67,4.5,1.16,0.0,Hernandez,0 days 00:03:20,200.0,5.66
Thomas Daniels,2017-05-21 02:00:02,2017-05-21 02:03:21,Card,1,1.2,5.5,1.35,0.0,Daniels,0 days 00:03:19,199.0,6.85
Ryan Maynard,2017-06-15 13:18:02,2017-06-15 13:26:37,Cash,1,0.69,7.0,0.0,0.0,Maynard,0 days 00:08:35,515.0,7.0
Abigail Washington,2017-09-22 22:07:14,2017-09-22 22:20:18,Cash,1,1.4,9.5,1.0,0.0,Washington,0 days 00:13:04,784.0,10.5
Aaron Phillips,2017-05-23 14:44:36,2017-05-23 15:21:44,Card,2,5.0,24.5,5.05,0.0,Phillips,0 days 00:37:08,2228.0,29.55
Melissa Ramos,2017-04-05 11:12:31,2017-04-05 11:26:07,Card,3,1.1,9.5,0.0,0.0,Ramos,0 days 00:13:36,816.0,9.5
Brian Jacobson,2017-06-02 08:54:42,2017-06-02 09:02:51,Cash,1,1.2,7.0,1.55,0.0,Jacobson,0 days 00:08:09,489.00000000000006,8.55
Juan Morrow,2017-11-28 17:24:51,2017-11-28 17:29:39,Card,1,0.7,5.0,1.0,0.0,Morrow,0 days 00:04:48,288.0,6.0
Sergio Hart,2017-10-01 03:52:10,2017-10-01 04:08:12,Cash,1,4.6,16.5,3.55,0.0,Hart,0 days 00:16:02,962.0000000000001,20.05
Alexander Wilkerson,2017-12-06 14:06:34,2017-12-06 14:40:59,Card,1,10.15,33.0,11.87,5.76,Wilkerson,0 days 00:34:25,2065.0,50.629999999999995
Bobby Davidson,2017-12-13 11:51:14,2017-12-13 12:17:59,Card,1,10.26,31.5,8.94,5.76,Davidson,0 days 00:26:45,1605.0,46.199999999999996
Javier Orozco,2017-05-31 15:32:38,2017-05-31 15:40:29,Card,1,0.83,6.5,1.0,0.0,Orozco,0 days 00:07:51,471.00000000000006,7.5
Douglas Erickson,2017-04-22 20:01:28,2017-04-22 20:19:10,Card,1,3.1,14.5,1.26,0.0,Erickson,0 days 00:17:42,1062.0,15.76
Morgan Taylor,2017-05-13 18:04:38,2017-05-13 18:14:18,Cash,2,1.61,8.5,1.86,0.0,Taylor,0 days 00:09:40,580.0,10.36
Paul Davis,2017-10-13 20:51:35,2017-10-13 21:16:19,Cash,1,3.63,18.0,0.0,0.0,Davis,0 days 00:24:44,1484.0,18.0
Karen Johnson,2017-07-05 11:41:06,2017-07-05 12:01:08,Cash,1,2.8,15.0,3.15,0.0,Johnson,0 days 00:20:02,1202.0,18.15
Emily Gonzalez,2017-10-30 21:36:53,2017-10-30 21:55:18,Card,1,9.9,28.0,7.0,5.76,Gonzalez,0 days 00:18:25,1105.0,40.76
Tiffany Sanders,2017-10-24 09:59:45,2017-10-24 10:12:24,Cash,1,2.16,10.5,2.26,0.0,Sanders,0 days 00:12:39,759.0,12.76
Carly Roberts,2017-12-06 18:13:29,2017-12-06 19:10:17,Card,2,17.4,52.0,0.0,5.76,Roberts,0 days 00:56:48,3408.0,57.76
Katherine Miller,2017-07-28 09:16:32,2017-07-28 09:38:31,Cash,5,3.19,15.5,3.26,0.0,Miller,0 days 00:21:59,1319.0,18.759999999999998
Randy Gregory,2017-06-10 01:17:57,2017-06-10 01:28:54,Cash,1,3.52,12.5,2.76,0.0,Gregory,0 days 00:10:57,657.0,15.26
Sarah Hardy,2017-07-10 16:00:01,2017-07-10 16:14:35,Cash,2,2.03,11.0,0.0,0.0,Hardy,0 days 00:14:34,874.0,11.0
Anna Andrews,2017-12-01 19:51:43,2017-12-01 19:53:59,Card,1,0.5,4.0,1.05,0.0,Andrews,0 days 00:02:16,136.0,5.05
Dr. Cindy Cooper,2017-07-06 17:13:28,2017-07-06 17:24:55,Cash,2,1.1,8.5,1.3,0.0,Cooper,0 days 00:11:27,687.0,9.8
Gina Ross,2017-02-16 17:47:09,2017-02-16 17:54:48,Cash,1,1.02,7.0,1.76,0.0,Ross,0 days 00:07:39,459.00000000000006,8.76
Jodi Lewis,2017-04-24 00:24:23,2017-04-24 00:28:51,Card,1,0.8,5.5,0.0,0.0,Lewis,0 days 00:04:28,268.0,5.5
Tony Jones,2017-10-08 13:48:44,2017-10-08 13:56:42,Cash,1,1.1,7.5,1.65,0.0,Jones,0 days 00:07:58,478.00000000000006,9.15
Samantha Wright,2017-08-19 14:21:48,2017-08-19 14:27:54,Card,1,1.1,6.5,1.1,0.0,Wright,0 days 00:06:06,366.0,7.6
Christopher Curry,2017-10-13 11:00:41,2017-10-13 11:03:37,Cash,1,0.27,4.0,0.0,0.0,Curry,0 days 00:02:56,176.0,4.0
Brandi Powers,2017-08-03 19:15:14,2017-08-03 19:48:51,Card,1,17.9,48.5,0.0,0.0,Powers,0 days 00:33:37,2017.0000000000002,48.5
Darrell Kirby,2017-12-15 21:16:23,2017-12-15 21:23:59,Card,1,1.0,6.5,1.55,0.0,Kirby,0 days 00:07:36,456.0,8.05
Tiffany Ray,2017-10-15 01:24:56,2017-10-15 01:27:35,Card,1,0.53,4.0,1.32,0.0,Ray,0 days 00:02:39,159.0,5.32
Elizabeth Adams,2017-04-07 19:11:24,2017-04-07 19:31:54,Card,1,3.4,15.5,0.0,0.0,Adams,0 days 00:20:30,1230.0,15.5
Michael Ferguson,2017-01-17 13:18:24,2017-01-17 13:18:31,Card,1,0.02,2.5,0.0,0.0,Ferguson,0 days 00:00:07,7.0,2.5
Zachary Lewis,2017-07-16 02:15:13,2017-07-16 02:21:41,Card,1,1.1,6.5,0.0,0.0,Lewis,0 days 00:06:28,388.0,6.5
Mrs. Courtney Thomas MD,2017-02-17 07:55:38,2017-02-17 08:02:55,Card,1,0.98,6.5,1.7,0.0,MD,0 days 00:07:17,437.0,8.2
Dustin Webb,2017-02-07 13:10:59,2017-02-07 13:18:46,Cash,1,1.3,7.5,1.65,0.0,Webb,0 days 00:07:47,467.00000000000006,9.15
Martin Garcia,2017-09-14 13:44:44,2017-09-14 14:34:29,Card,1,28.23,52.0,4.4,5.76,Garcia,0 days 00:49:45,2985.0,62.16
Michael Walker,2017-05-17 19:20:25,2017-05-17 19:42:46,Cash,1,5.6,20.5,0.0,0.0,Walker,0 days 00:22:21,1341.0,20.5
Cassandra Hernandez,2017-12-28 21:03:35,2017-12-28 21:07:39,Card,1,0.59,4.5,0.0,0.0,Hernandez,0 days 00:04:04,244.00000000000003,4.5
Jessica Joseph,2017-11-22 22:20:46,2017-11-22 22:43:01,Card,2,3.4,16.0,0.0,0.0,Joseph,0 days 00:22:15,1335.0,16.0
Christopher Hill,2017-11-11 00:53:26,2017-11-11 01:00:11,Card,2,0.6,6.0,1.45,0.0,Hill,0 days 00:06:45,405.0,7.45
Tyler Williams,2017-01-16 10:09:28,2017-01-16 10:14:49,Card,1,0.5,5.5,0.0,0.0,Williams,0 days 00:05:21,321.0,5.5
Shawn Phillips,2017-07-31 00:48:36,2017-07-31 00:52:59,Card,1,0.99,5.5,0.0,0.0,Phillips,0 days 00:04:23,263.0,5.5
Juan Tran,2017-04-15 18:32:42,2017-04-15 18:41:14,Card,2,1.17,7.5,0.0,0.0,Tran,0 days 00:08:32,512.0,7.5
Luke Moran,2017-06-11 11:13:45,2017-06-11 11:14:56,Card,1,0.16,3.0,0.0,0.0,Moran,0 days 00:01:11,71.0,3.0
John Drake,2017-03-24 09:14:54,2017-03-24 09:27:57,Cash,1,1.2,9.5,2.05,0.0,Drake,0 days 00:13:03,783.0,11.55
Jessica Dorsey,2017-05-08 15:04:33,2017-05-08 15:59:23,Card,1,16.97,52.0,14.64,5.76,Dorsey,0 days 00:54:50,3290.0,72.4
Christopher Mcdonald,2017-01-10 18:05:54,2017-01-10 18:21:09,Card,1,1.5,11.0,0.0,0.0,Mcdonald,0 days 00:15:15,915.0000000000001,11.0
Jason Tate,2017-05-11 21:26:33,2017-05-11 21:37:26,Card,1,1.1,8.5,1.7,0.0,Tate,0 days 00:10:53,653.0,10.2
John Rice,2017-11-08 19:28:37,2017-11-08 19:38:18,Cash,1,1.3,8.0,1.0,0.0,Rice,0 days 00:09:41,581.0,9.0
Robert Graham,2017-11-17 10:53:42,2017-11-17 11:03:41,Card,1,1.35,8.0,0.0,0.0,Graham,0 days 00:09:59,599.0,8.0
Holly Adams,2017-10-28 12:37:33,2017-10-28 12:49:04,Cash,2,1.9,10.0,1.08,0.0,Adams,0 days 00:11:31,691.0,11.08
Timothy Smith,2017-12-27 11:57:39,2017-12-27 12:24:11,Card,3,2.38,17.0,0.0,0.0,Smith,0 days 00:26:32,1592.0,17.0
Casey Smith,2017-12-11 16:20:05,2017-12-11 16:25:18,Card,1,0.78,5.5,0.0,0.0,Smith,0 days 00:05:13,313.0,5.5
Daniel Baker,2017-05-04 18:43:41,2017-05-04 19:19:29,Card,3,6.9,27.0,0.0,0.0,Baker,0 days 00:35:48,2148.0,27.0
Mark Ortiz,2017-12-18 12:35:32,2017-12-18 12:56:52,Card,1,4.2,17.0,3.55,0.0,Ortiz,0 days 00:21:20,1280.0,20.55
Jessica Wilson,2017-09-17 22:39:47,2017-09-17 22:52:16,Card,1,1.65,8.5,0.0,0.0,Wilson,0 days 00:12:29,749.0,8.5
Nicole Rose,2017-02-23 17:03:03,2017-02-23 17:19:10,Cash,1,1.6,11.5,1.0,0.0,Rose,0 days 00:16:07,967.0000000000001,12.5
Taylor Lewis,2017-12-25 19:57:33,2017-12-25 20:05:10,Cash,1,2.69,9.5,0.0,0.0,Lewis,0 days 00:07:37,457.00000000000006,9.5
Matthew Scott,2017-05-02 00:58:53,2017-05-02 01:07:16,Cash,4,1.88,9.0,0.0,0.0,Scott,0 days 00:08:23,503.00000000000006,9.0
Joshua Rodriguez,2017-09-18 10:26:23,2017-09-18 10:42:52,Card,1,1.9,12.0,1.6,0.0,Rodriguez,0 days 00:16:29,989.0000000000001,13.6
Matthew Chapman,2017-10-16 08:00:35,2017-10-16 08:36:37,Card,1,7.3,26.5,5.0,0.0,Chapman,0 days 00:36:02,2162.0,31.5
Matthew Bryan,2017-03-10 17:57:03,2017-03-10 18:04:37,Cash,1,0.91,6.5,1.0,0.0,Bryan,0 days 00:07:34,454.0,7.5
Sara Barnes,2017-05-11 19:54:58,2017-05-11 20:48:52,Card,4,9.01,37.0,9.7,0.0,Barnes,0 days 00:53:54,3234.0,46.7
George Cook,2017-04-26 07:02:42,2017-04-26 07:08:26,Cash,2,0.6,5.5,1.25,0.0,Cook,0 days 00:05:44,344.0,6.75
Daniel Myers,2017-06-07 22:07:01,2017-06-07 22:14:08,Card,1,1.94,8.0,0.0,0.0,Myers,0 days 00:07:07,427.0,8.0
Eric Caldwell,2017-01-15 23:49:43,2017-01-15 23:53:34,Cash,1,1.15,5.5,1.36,0.0,Caldwell,0 days 00:03:51,231.00000000000003,6.86
Jacob Schwartz,2017-06-11 16:55:51,2017-06-11 17:00:38,Card,2,0.98,5.5,1.26,0.0,Schwartz,0 days 00:04:47,287.0,6.76
James Mack,2017-06-14 11:58:58,2017-06-14 12:10:44,Cash,1,0.87,8.0,0.0,0.0,Mack,0 days 00:11:46,706.0,8.0
Jimmy Williams,2017-03-16 15:53:42,2017-03-16 16:00:38,Cash,5,0.45,6.0,1.36,0.0,Williams,0 days 00:06:56,416.0,7.36
Valerie Knight,2017-11-07 16:01:09,2017-11-07 16:10:42,Card,1,0.6,7.0,1.0,0.0,Knight,0 days 00:09:33,573.0,8.0
Jason Singleton,2017-10-17 15:22:41,2017-10-17 15:40:15,Card,1,1.55,12.0,2.56,0.0,Singleton,0 days 00:17:34,1054.0,14.56
Thomas Richardson,2017-01-20 22:07:11,2017-01-20 22:27:33,Card,5,4.57,17.5,0.0,0.0,Richardson,0 days 00:20:22,1222.0,17.5
Ronald Martin,2017-01-02 19:48:56,2017-01-02 19:58:36,Card,1,2.1,9.0,2.15,0.0,Martin,0 days 00:09:40,580.0,11.15
Cheryl Rodriguez,2017-02-21 20:15:55,2017-02-21 20:28:14,Card,1,1.4,9.0,2.55,0.0,Rodriguez,0 days 00:12:19,739.0,11.55
Sarah Powell,2017-04-04 22:04:43,2017-04-04 22:20:35,Card,2,3.2,13.0,2.0,0.0,Powell,0 days 00:15:52,952.0000000000001,15.0
Steven Lynch,2017-07-17 09:02:26,2017-07-17 09:21:43,Cash,3,5.95,21.0,4.36,0.0,Lynch,0 days 00:19:17,1157.0,25.36
Kyle Fitzpatrick,2017-10-21 01:46:12,2017-10-21 01:53:22,Cash,1,0.96,6.5,1.56,0.0,Fitzpatrick,0 days 00:07:10,430.0,8.06
Cheryl Jackson,2017-01-30 20:19:18,2017-01-30 20:25:59,Cash,1,1.06,6.0,1.46,0.0,Jackson,0 days 00:06:41,401.0,7.46
Alan Gilmore,2017-06-13 14:49:51,2017-06-13 15:20:14,Card,1,2.1,18.0,0.0,0.0,Gilmore,0 days 00:30:23,1823.0,18.0
Joseph Mcdonald,2017-02-23 16:43:49,2017-02-23 17:06:35,Cash,1,3.7,16.0,0.0,0.0,Mcdonald,0 days 00:22:46,1366.0,16.0
Jessica Martin,2017-08-15 21:17:56,2017-08-15 21:26:01,Cash,1,1.61,8.0,1.86,0.0,Martin,0 days 00:08:05,485.00000000000006,9.86
Mrs. Wendy Scott DVM,2017-07-07 23:18:54,2017-07-07 23:53:16,Card,1,8.2,30.0,7.41,5.76,DVM,0 days 00:34:22,2062.0,43.169999999999995
Michelle Velez,2017-05-29 11:47:23,2017-05-29 11:54:28,Cash,1,1.4,7.0,0.78,0.0,Velez,0 days 00:07:05,425.0,7.78
Matthew Mitchell,2017-07-18 11:43:46,2017-07-18 11:48:28,Card,1,0.5,5.0,0.0,0.0,Mitchell,0 days 00:04:42,282.0,5.0
Kaitlin Wise,2017-01-04 15:58:41,2017-01-04 16:44:16,Cash,1,5.6,29.0,5.0,0.0,Wise,0 days 00:45:35,2735.0,34.0
Dana Weber,2017-03-28 08:47:24,2017-03-28 08:57:24,Card,1,0.8,7.5,1.65,0.0,Weber,0 days 00:10:00,600.0,9.15
Ashley Martin,2017-03-26 20:13:51,2017-03-26 20:22:01,Cash,1,1.2,7.5,2.6,0.0,Martin,0 days 00:08:10,490.00000000000006,10.1
Felicia Anderson,2017-12-13 18:59:28,2017-12-13 19:08:19,Cash,1,0.8,7.0,1.75,0.0,Anderson,0 days 00:08:51,531.0,8.75
Manuel Miller,2017-06-20 19:54:37,2017-06-20 20:08:00,Cash,1,2.0,10.5,2.35,0.0,Miller,0 days 00:13:23,803.0,12.85
Gary Perkins,2017-06-20 14:38:38,2017-06-20 14:55:19,Cash,6,0.71,10.5,2.26,0.0,Perkins,0 days 00:16:41,1001.0000000000001,12.76
Kathleen Hughes,2017-08-23 05:30:10,2017-08-23 05:54:45,Card,1,12.29,35.5,9.2,0.0,Hughes,0 days 00:24:35,1475.0,44.7
Denise Brown MD,2017-08-08 22:46:21,2017-08-08 23:00:15,Card,1,2.6,11.5,2.55,0.0,MD,0 days 00:13:54,834.0,14.05
Rachel Rogers,2017-05-23 08:57:43,2017-05-23 09:21:28,Card,1,3.66,17.5,3.66,0.0,Rogers,0 days 00:23:45,1425.0,21.16
Timothy Taylor,2017-10-24 19:14:51,2017-10-24 19:20:26,Cash,2,0.95,5.5,1.46,0.0,Taylor,0 days 00:05:35,335.0,6.96
Lisa Martinez,2017-01-26 00:09:48,2017-01-26 00:18:25,Cash,4,1.97,8.5,0.0,0.0,Martinez,0 days 00:08:37,517.0,8.5
Xavier Patel,2017-11-23 14:17:30,2017-11-23 14:40:47,Cash,4,2.4,15.5,0.0,0.0,Patel,0 days 00:23:17,1397.0,15.5
Susan Andrews,2017-05-11 17:42:13,2017-05-11 17:47:24,Cash,1,1.34,6.0,1.56,0.0,Andrews,0 days 00:05:11,311.0,7.5600000000000005
Michael Cantrell,2017-01-16 21:15:16,2017-01-16 21:18:55,Cash,1,0.62,4.5,1.16,0.0,Cantrell,0 days 00:03:39,219.0,5.66
Austin Hernandez,2017-08-23 09:00:26,2017-08-23 09:12:36,Card,1,2.33,10.5,2.26,0.0,Hernandez,0 days 00:12:10,730.0,12.76
Rachel Martinez,2017-12-05 14:46:44,2017-12-05 15:00:45,Card,1,1.4,10.0,2.0,0.0,Martinez,0 days 00:14:01,841.0,12.0
Robert Rodriguez,2017-09-14 07:55:32,2017-09-14 08:01:45,Card,1,1.26,6.5,1.0,0.0,Rodriguez,0 days 00:06:13,373.0,7.5
Jennifer Bruce,2017-11-21 23:00:07,2017-11-21 23:07:17,Cash,1,1.07,6.5,2.34,0.0,Bruce,0 days 00:07:10,430.0,8.84
Cameron Kerr,2017-02-25 17:19:51,2017-02-25 17:23:29,Cash,1,0.4,4.5,1.0,0.0,Kerr,0 days 00:03:38,218.0,5.5
Suzanne Munoz,2017-02-26 12:28:59,2017-02-26 12:37:41,Card,1,1.7,8.0,0.0,0.0,Munoz,0 days 00:08:42,522.0,8.0
Carrie Arnold,2017-02-20 05:18:35,2017-02-20 05:23:50,Card,1,1.4,6.5,1.55,0.0,Arnold,0 days 00:05:15,315.0,8.05
Emily Jones,2017-01-27 20:04:17,2017-01-27 20:19:05,Card,1,2.9,12.5,3.45,0.0,Jones,0 days 00:14:48,888.0,15.95
Robert Bautista,2017-11-03 13:43:08,2017-11-03 14:29:27,Cash,2,18.17,72.0,17.7,16.2,Bautista,0 days 00:46:19,2779.0,105.9
David Morrow,2017-03-30 21:52:31,2017-03-30 21:58:50,Cash,1,0.78,6.0,1.46,0.0,Morrow,0 days 00:06:19,379.0,7.46
Lisa Ortiz,2017-04-21 18:07:32,2017-04-21 18:16:52,Cash,1,1.2,7.5,1.2,0.0,Ortiz,0 days 00:09:20,560.0,8.7
Katrina Evans,2017-06-02 10:42:48,2017-06-02 11:08:30,Cash,1,7.73,25.5,0.0,5.76,Evans,0 days 00:25:42,1542.0,31.259999999999998
Dustin Pratt,2017-02-11 20:59:17,2017-02-11 21:11:13,Card,1,0.8,8.5,1.95,0.0,Pratt,0 days 00:11:56,716.0,10.45
William Garcia,2017-06-21 09:04:18,2017-06-21 09:28:33,Cash,3,1.66,15.0,4.74,0.0,Garcia,0 days 00:24:15,1455.0,19.740000000000002
David Duarte,2017-06-02 15:02:58,2017-06-02 15:42:15,Cash,1,3.4,23.5,4.85,0.0,Duarte,0 days 00:39:17,2357.0,28.35
Mr. Tyler Sanchez PhD,2017-01-21 15:52:49,2017-01-21 15:58:00,Cash,1,0.7,5.5,1.55,0.0,PhD,0 days 00:05:11,311.0,7.05
Aimee Smith,2017-06-20 14:55:30,2017-06-20 15:06:45,Cash,1,1.4,9.0,1.96,0.0,Smith,0 days 00:11:15,675.0,10.96
Pamela Moreno,2017-12-26 16:04:57,2017-12-26 16:52:03,Cash,4,8.1,35.0,0.0,0.0,Moreno,0 days 00:47:06,2826.0,35.0
Wendy Wise,2017-08-18 16:33:28,2017-08-18 16:46:47,Card,1,2.7,11.5,1.1,0.0,Wise,0 days 00:13:19,799.0,12.6
Amanda Vasquez,2017-11-29 20:01:18,2017-11-29 20:40:54,Card,1,18.49,52.0,11.71,5.76,Vasquez,0 days 00:39:36,2376.0,69.47
Kevin Osborne,2017-10-20 20:00:39,2017-10-20 20:04:16,Card,2,0.56,4.5,1.16,0.0,Osborne,0 days 00:03:37,217.0,5.66
Jennifer Kelly,2017-12-20 21:08:36,2017-12-20 21:15:06,Card,1,0.6,5.5,1.0,0.0,Kelly,0 days 00:06:30,390.0,6.5
Brent Boyd,2017-01-07 14:39:12,2017-01-07 14:45:27,Card,3,0.7,5.5,1.25,0.0,Boyd,0 days 00:06:15,375.0,6.75
Dawn Green,2017-05-07 11:03:00,2017-05-07 11:05:43,Cash,1,0.7,4.5,1.05,0.0,Green,0 days 00:02:43,163.0,5.55
Kathleen Cervantes,2017-11-06 15:51:02,2017-11-06 16:08:02,Cash,1,4.3,16.0,0.0,0.0,Cervantes,0 days 00:17:00,1020.0000000000001,16.0
Jonathan Lucas,2017-06-01 18:50:35,2017-06-01 18:57:15,Cash,2,0.6,5.5,1.45,0.0,Lucas,0 days 00:06:40,400.0,6.95
Laura Ramos,2017-03-04 18:45:01,2017-03-04 19:02:25,Cash,1,6.48,20.0,0.0,0.0,Ramos,0 days 00:17:24,1044.0,20.0
Erin Lewis,2017-06-19 19:39:36,2017-06-19 19:50:40,Cash,1,2.5,10.0,2.35,0.0,Lewis,0 days 00:11:04,664.0,12.35
Katherine Monroe,2017-05-21 15:50:27,2017-05-21 15:55:27,Card,5,0.74,5.5,0.0,0.0,Monroe,0 days 00:05:00,300.0,5.5
Frank Martin,2017-12-12 20:22:50,2017-12-12 20:33:58,Card,1,1.72,9.5,0.0,0.0,Martin,0 days 00:11:08,668.0,9.5
Donna Lopez,2017-05-15 21:51:30,2017-05-15 22:01:03,Cash,1,2.0,9.0,2.05,0.0,Lopez,0 days 00:09:33,573.0,11.05
Brian Thompson,2017-03-22 20:55:09,2017-03-22 20:59:40,Card,4,1.25,6.0,0.0,0.0,Thompson,0 days 00:04:31,271.0,6.0
Jennifer Parks,2017-11-20 17:45:25,2017-11-20 18:03:18,Cash,4,4.1,15.5,0.0,0.0,Parks,0 days 00:17:53,1073.0,15.5
Scott Bailey,2017-05-01 03:05:03,2017-05-01 03:15:18,Card,1,2.9,11.0,2.0,0.0,Bailey,0 days 00:10:15,615.0,13.0
Brian Ortiz,2017-01-23 11:32:26,2017-01-23 11:54:23,Card,1,4.5,17.5,3.65,0.0,Ortiz,0 days 00:21:57,1317.0,21.15
Jasmin Holden,2017-03-07 12:57:54,2017-03-07 13:11:53,Cash,1,1.1,9.5,2.05,0.0,Holden,0 days 00:13:59,839.0,11.55
Jessica Brown,2017-02-17 14:24:57,2017-02-17 14:35:12,Cash,1,0.95,8.0,1.0,0.0,Brown,0 days 00:10:15,615.0,9.0
Charles Cox,2017-11-15 19:11:35,2017-11-15 19:24:10,Card,5,2.34,10.5,3.08,0.0,Cox,0 days 00:12:35,755.0,13.58
Julie Ryan,2017-02-12 16:39:18,2017-02-12 16:43:56,Cash,5,0.84,5.5,1.26,0.0,Ryan,0 days 00:04:38,278.0,6.76
Brian Finley,2017-01-14 21:32:20,2017-01-14 21:39:30,Card,1,1.2,7.0,1.65,0.0,Finley,0 days 00:07:10,430.0,8.65
Duane Cox,2017-05-12 09:08:47,2017-05-12 09:18:58,Cash,2,1.1,8.0,0.0,0.0,Cox,0 days 00:10:11,611.0,8.0
Zachary Lucas,2017-09-22 23:44:32,2017-09-22 23:55:34,Cash,1,1.44,8.5,1.96,0.0,Lucas,0 days 00:11:02,662.0,10.46
Paul Allen,2017-04-19 03:53:08,2017-04-19 04:09:04,Cash,1,3.6,15.0,3.26,0.0,Allen,0 days 00:15:56,956.0000000000001,18.259999999999998
Tyler Le,2017-05-20 17:06:37,2017-05-20 17:12:16,Cash,1,0.82,6.0,0.0,0.0,Le,0 days 00:05:39,339.0,6.0
Jason Nelson,2017-08-12 09:35:06,2017-08-12 09:44:07,Cash,4,1.3,8.0,1.76,0.0,Nelson,0 days 00:09:01,541.0,9.76
Gwendolyn Mccarthy,2017-05-30 07:53:36,2017-05-30 08:00:35,Card,5,1.6,7.5,1.0,0.0,Mccarthy,0 days 00:06:59,419.0,8.5
Max Martin,2017-01-31 18:57:27,2017-01-31 19:18:09,Cash,1,3.8,16.0,2.67,0.0,Martin,0 days 00:20:42,1242.0,18.67
Dr. Cheryl Singleton,2017-06-13 00:10:56,2017-06-13 00:54:53,Card,1,17.12,52.0,0.0,0.0,Singleton,0 days 00:43:57,2637.0,52.0
Andrea Flynn,2017-02-08 20:46:06,2017-02-08 20:57:13,Card,5,2.1,9.5,2.16,0.0,Flynn,0 days 00:11:07,667.0,11.66
Albert Taylor,2017-09-22 09:37:53,2017-09-22 09:52:34,Card,3,1.61,10.5,0.0,0.0,Taylor,0 days 00:14:41,881.0,10.5
Kevin Russell,2017-07-24 07:11:50,2017-07-24 07:32:44,Cash,6,4.23,16.5,3.46,0.0,Russell,0 days 00:20:54,1254.0,19.96
Daniel Hughes,2017-09-24 16:51:00,2017-09-24 17:04:21,Card,2,1.74,10.0,2.16,0.0,Hughes,0 days 00:13:21,801.0,12.16
Lucas Vasquez,2017-06-26 10:07:39,2017-06-26 10:12:16,Cash,1,0.7,5.0,1.45,0.0,Vasquez,0 days 00:04:37,277.0,6.45
Molly Richardson,2017-02-19 00:16:00,2017-02-19 00:30:49,Cash,3,2.97,12.5,1.0,0.0,Richardson,0 days 00:14:49,889.0,13.5
Angela Eaton,2017-06-29 14:15:10,2017-06-29 14:59:04,Card,1,3.1,25.5,3.95,0.0,Eaton,0 days 00:43:54,2634.0,29.45
Laura Jacobs,2017-08-13 14:55:29,2017-08-13 14:58:11,Cash,1,0.47,4.0,1.0,0.0,Jacobs,0 days 00:02:42,162.0,5.0
Robert Flores,2017-04-15 18:34:44,2017-04-15 18:52:19,Cash,4,2.4,13.0,0.0,0.0,Flores,0 days 00:17:35,1055.0,13.0
Julie Watson,2017-03-10 20:35:56,2017-03-10 20:53:02,Cash,1,2.6,13.0,0.0,0.0,Watson,0 days 00:17:06,1026.0,13.0
Erica Moore,2017-08-08 09:45:35,2017-08-08 09:55:02,Cash,1,1.53,8.5,3.0,0.0,Moore,0 days 00:09:27,567.0,11.5
Teresa Hall,2017-02-06 18:33:13,2017-02-06 18:53:17,Card,4,3.2,14.5,0.0,0.0,Hall,0 days 00:20:04,1204.0,14.5
Daniel Williams,2017-04-15 15:07:48,2017-04-15 15:18:26,Cash,1,1.42,8.5,0.0,0.0,Williams,0 days 00:10:38,638.0,8.5
James Dyer MD,2017-06-06 20:55:01,2017-06-06 20:55:06,Card,1,0.0,150.0,11.0,0.0,MD,0 days 00:00:05,5.0,161.0
Jennifer Cruz,2017-07-14 15:26:48,2017-07-14 15:35:57,Cash,1,1.4,8.5,2.0,0.0,Cruz,0 days 00:09:09,549.0,10.5
Wendy Mayo,2017-03-15 01:15:14,2017-03-15 01:22:40,Cash,1,2.5,9.0,2.05,0.0,Mayo,0 days 00:07:26,446.0,11.05
Bradley Coffey,2017-01-09 14:38:38,2017-01-09 14:48:33,Card,1,1.9,9.0,0.0,0.0,Coffey,0 days 00:09:55,595.0,9.0
Justin Brown,2017-12-17 11:17:50,2017-12-17 11:24:03,Cash,1,1.39,6.5,0.0,0.0,Brown,0 days 00:06:13,373.0,6.5
Hayley Vincent,2017-07-26 19:07:37,2017-07-26 19:18:17,Card,3,0.96,8.0,0.98,0.0,Vincent,0 days 00:10:40,640.0,8.98
Michelle Hurst,2017-03-13 08:11:39,2017-03-13 08:17:18,Cash,1,1.1,6.0,0.0,0.0,Hurst,0 days 00:05:39,339.0,6.0
Tina Taylor,2017-12-06 20:13:59,2017-12-06 20:20:57,Cash,1,1.3,7.0,2.6,0.0,Taylor,0 days 00:06:58,418.0,9.6
Jason Hughes,2017-10-19 16:12:12,2017-10-19 17:13:47,Cash,1,10.3,42.5,11.05,0.0,Hughes,0 days 01:01:35,3695.0000000000005,53.55
Kimberly Hubbard,2017-11-30 09:04:10,2017-11-30 09:24:27,Cash,4,1.82,13.5,0.0,0.0,Hubbard,0 days 00:20:17,1217.0,13.5
Stephanie Kelly,2017-11-04 22:18:16,2017-11-04 22:29:26,Cash,5,1.57,9.0,2.58,0.0,Kelly,0 days 00:11:10,670.0,11.58
